Epochs,Batch size,Learning Rate,Weight Decay,Num Classes,Freeze_layers,Depth
100,128,0.001,0.001,"['0 - zero', '1 - one', '2 - two', '3 - three', '4 - four', '5 - five', '6 - six', '7 - seven', '8 - eight', '9 - nine']",False,2
